Removed Pin From Net: NetName=AGND Pin=J3-04
Removed Pin From Net: NetName=VDCA_In Pin=J3-06
Removed Pin From Net: NetName=3.3A Pin=J3-11
Removed Pin From Net: NetName=I_InA_1 Pin=J3-14
Removed Pin From Net: NetName=I_InA_2 Pin=J3-16
Removed Pin From Net: NetName=I_InA_3 Pin=J3-18
Removed Pin From Net: NetName=VREFA Pin=J3-20
Removed Pin From Net: NetName=EPWM4A Pin=J4-01
Removed Pin From Net: NetName=AGND Pin=J4-02
Removed Pin From Net: NetName=EPWM4B Pin=J4-03
Removed Pin From Net: NetName=EPWM5A Pin=J4-05
Removed Pin From Net: NetName=EPWM5B Pin=J4-07
Removed Pin From Net: NetName=EPWM6A Pin=J4-09
Removed Pin From Net: NetName=EPWM6B Pin=J4-11
Removed Pin From Net: NetName=PCB_OT_1 Pin=J4-13
Removed Pin From Net: NetName=PWM_EN_1 Pin=J4-16
Removed Pin From Net: NetName=AGND Pin=J11-04
Removed Pin From Net: NetName=VDCB_In Pin=J11-06
Removed Pin From Net: NetName=3.3B Pin=J11-11
Removed Pin From Net: NetName=I_InB_1 Pin=J11-14
Removed Pin From Net: NetName=I_InB_2 Pin=J11-16
Removed Pin From Net: NetName=I_InB_3 Pin=J11-18
Removed Pin From Net: NetName=EPWM1A Pin=J12-01
Removed Pin From Net: NetName=AGND Pin=J12-02
Removed Pin From Net: NetName=EPWM1B Pin=J12-03
Removed Pin From Net: NetName=EPWM2A Pin=J12-05
Removed Pin From Net: NetName=EPWM2B Pin=J12-07
Removed Pin From Net: NetName=EPWM3A Pin=J12-09
Removed Pin From Net: NetName=EPWM3B Pin=J12-11
Removed Pin From Net: NetName=PCB_OT_2 Pin=J12-13
Removed Pin From Net: NetName=PWM_EN_2 Pin=J12-16
Removed Member From Class: ClassName=LCL_22 Member=C25_2
Removed Member From Class: ClassName=LCL_21 Member=C26_1
Removed Member From Class: ClassName=LCL_23 Member=C26_3
Removed Member From Class: ClassName=3 Member=J4
Removed Member From Class: ClassName=1 Member=J11
Removed Member From Class: ClassName=3 Member=J15
Change Component Footprint: Designator=J4 Old Footprint=SSQ-110-03-T-D New Footprint=DG1282-5.0
Change Component Footprint: Designator=J3 Old Footprint=SSQ-110-03-T-D New Footprint=DG1283-5.0
Change Component Footprint: Designator=J11 Old Footprint=SSQ-110-03-T-D New Footprint=DG1283-5.0
Change Component Comment : Designator=J3 Old Comment=ADC1 New Comment=CON3
Change Component Comment : Designator=J11 Old Comment=ADC2 New Comment=CON3
Change Component Comment : Designator=J4 Old Comment=EPWM1 New Comment=CON2
Change Component Comment : Designator=J2 Old Comment=EPWM/DGPIO New Comment=EPWM
Change Component Designator: OldDesignator=C1_1 NewDesignator=C27_1
Change Component Designator: OldDesignator=C1_2 NewDesignator=C27_2
Change Component Designator: OldDesignator=C1_3 NewDesignator=C27_3
Change Component Designator: OldDesignator=C2 NewDesignator=C21
Change Component Designator: OldDesignator=C3_1 NewDesignator=C22_1
Change Component Designator: OldDesignator=C3_2 NewDesignator=C22_2
Change Component Designator: OldDesignator=C3_3 NewDesignator=C22_3
Change Component Designator: OldDesignator=C4 NewDesignator=C1
Change Component Designator: OldDesignator=C5 NewDesignator=C6
Change Component Designator: OldDesignator=C6 NewDesignator=C11
Change Component Designator: OldDesignator=C7 NewDesignator=C16
Change Component Designator: OldDesignator=C8 NewDesignator=C2
Change Component Designator: OldDesignator=C9 NewDesignator=C3
Change Component Designator: OldDesignator=C10 NewDesignator=C4
Change Component Designator: OldDesignator=C11 NewDesignator=C5
Change Component Designator: OldDesignator=C12 NewDesignator=C7
Change Component Designator: OldDesignator=C13 NewDesignator=C8
Change Component Designator: OldDesignator=C14 NewDesignator=C9
Change Component Designator: OldDesignator=C15 NewDesignator=C10
Change Component Designator: OldDesignator=C16 NewDesignator=C12
Change Component Designator: OldDesignator=C17 NewDesignator=C13
Change Component Designator: OldDesignator=C18 NewDesignator=C14
Change Component Designator: OldDesignator=C19 NewDesignator=C15
Change Component Designator: OldDesignator=C20 NewDesignator=C17
Change Component Designator: OldDesignator=C21 NewDesignator=C18
Change Component Designator: OldDesignator=C22 NewDesignator=C19
Change Component Designator: OldDesignator=C23 NewDesignator=C20
Change Component Designator: OldDesignator=C24_1 NewDesignator=C23_1
Change Component Designator: OldDesignator=C24_2 NewDesignator=C23_2
Change Component Designator: OldDesignator=C24_3 NewDesignator=C23_3
Change Component Designator: OldDesignator=C25_1 NewDesignator=C24_1
Change Component Designator: OldDesignator=C25_2 NewDesignator=C24_2
Change Component Designator: OldDesignator=C25_3 NewDesignator=C24_3
Change Component Designator: OldDesignator=C26_1 NewDesignator=C25_1
Change Component Designator: OldDesignator=C26_2 NewDesignator=C25_2
Change Component Designator: OldDesignator=C26_3 NewDesignator=C25_3
Change Component Designator: OldDesignator=C27_1 NewDesignator=C26_1
Change Component Designator: OldDesignator=C27_2 NewDesignator=C26_2
Change Component Designator: OldDesignator=C27_3 NewDesignator=C26_3
Change Component Designator: OldDesignator=J1 NewDesignator=J2
Change Component Designator: OldDesignator=J2 NewDesignator=J3
Change Component Designator: OldDesignator=J3 NewDesignator=J19
Change Component Designator: OldDesignator=J4 NewDesignator=J17
Change Component Designator: OldDesignator=J5 NewDesignator=J8
Change Component Designator: OldDesignator=J6 NewDesignator=J4
Change Component Designator: OldDesignator=J7 NewDesignator=J1
Change Component Designator: OldDesignator=J8 NewDesignator=J7
Change Component Designator: OldDesignator=J9 NewDesignator=J5
Change Component Designator: OldDesignator=J10 NewDesignator=J9
Change Component Designator: OldDesignator=J11 NewDesignator=J18
Change Component Designator: OldDesignator=J13 NewDesignator=J10
Change Component Designator: OldDesignator=J14 NewDesignator=J12
Change Component Designator: OldDesignator=J15 NewDesignator=J13
Change Component Designator: OldDesignator=J16 NewDesignator=J14
Change Component Designator: OldDesignator=J17 NewDesignator=J11
Change Component Designator: OldDesignator=J18 NewDesignator=J6
Change Component Designator: OldDesignator=J19 NewDesignator=J15
Change Component Designator: OldDesignator=J20 NewDesignator=J16
Change Component Designator: OldDesignator=R1_1 NewDesignator=R13_1
Change Component Designator: OldDesignator=R1_2 NewDesignator=R13_2
Change Component Designator: OldDesignator=R1_3 NewDesignator=R13_3
Change Component Designator: OldDesignator=R2_1 NewDesignator=R14_1
Change Component Designator: OldDesignator=R2_2 NewDesignator=R14_2
Change Component Designator: OldDesignator=R2_3 NewDesignator=R14_3
Change Component Designator: OldDesignator=R3_1 NewDesignator=R15_1
Change Component Designator: OldDesignator=R3_2 NewDesignator=R15_2
Change Component Designator: OldDesignator=R3_3 NewDesignator=R15_3
Change Component Designator: OldDesignator=R4_1 NewDesignator=R16_1
Change Component Designator: OldDesignator=R4_2 NewDesignator=R16_2
Change Component Designator: OldDesignator=R4_3 NewDesignator=R16_3
Change Component Designator: OldDesignator=R5 NewDesignator=R1
Change Component Designator: OldDesignator=R6 NewDesignator=R2
Change Component Designator: OldDesignator=R7 NewDesignator=R3
Change Component Designator: OldDesignator=R8 NewDesignator=R4
Change Component Designator: OldDesignator=R9 NewDesignator=R5
Change Component Designator: OldDesignator=R10 NewDesignator=R6
Change Component Designator: OldDesignator=R11 NewDesignator=R7
Change Component Designator: OldDesignator=R12 NewDesignator=R8
Change Component Designator: OldDesignator=R13 NewDesignator=R9
Change Component Designator: OldDesignator=R14 NewDesignator=R10
Change Component Designator: OldDesignator=R15 NewDesignator=R11
Change Component Designator: OldDesignator=R16 NewDesignator=R12
Change Component Designator: OldDesignator=R33_1 NewDesignator=R17_1
Change Component Designator: OldDesignator=R33_2 NewDesignator=R17_2
Change Component Designator: OldDesignator=R33_3 NewDesignator=R17_3
Change Component Designator: OldDesignator=R34_1 NewDesignator=R18_1
Change Component Designator: OldDesignator=R34_2 NewDesignator=R18_2
Change Component Designator: OldDesignator=R34_3 NewDesignator=R18_3
Change Component Designator: OldDesignator=R35_1 NewDesignator=R19_1
Change Component Designator: OldDesignator=R35_2 NewDesignator=R19_2
Change Component Designator: OldDesignator=R35_3 NewDesignator=R19_3
Change Component Designator: OldDesignator=R36_1 NewDesignator=R20_1
Change Component Designator: OldDesignator=R36_2 NewDesignator=R20_2
Change Component Designator: OldDesignator=R36_3 NewDesignator=R20_3
Change Component Designator: OldDesignator=R37_1 NewDesignator=R21_1
Change Component Designator: OldDesignator=R37_2 NewDesignator=R21_2
Change Component Designator: OldDesignator=R37_3 NewDesignator=R21_3
Change Component Designator: OldDesignator=R38_1 NewDesignator=R22_1
Change Component Designator: OldDesignator=R38_2 NewDesignator=R22_2
Change Component Designator: OldDesignator=R38_3 NewDesignator=R22_3
Change Component Designator: OldDesignator=R39_1 NewDesignator=R23_1
Change Component Designator: OldDesignator=R39_2 NewDesignator=R23_2
Change Component Designator: OldDesignator=R39_3 NewDesignator=R23_3
Change Component Designator: OldDesignator=R40_1 NewDesignator=R24_1
Change Component Designator: OldDesignator=R40_2 NewDesignator=R24_2
Change Component Designator: OldDesignator=R40_3 NewDesignator=R24_3
Change Component Designator: OldDesignator=TP6 NewDesignator=TP5
Change Component Designator: OldDesignator=TP7 NewDesignator=TP6
Change Component Designator: OldDesignator=TP8 NewDesignator=TP7
Change Component Designator: OldDesignator=TP9 NewDesignator=TP8
Change Component Designator: OldDesignator=TP10 NewDesignator=TP9
Change Component Designator: OldDesignator=TP11 NewDesignator=TP10
Change Component Designator: OldDesignator=TP17 NewDesignator=TP11
Change Component Designator: OldDesignator=TP18 NewDesignator=TP12
Change Component Designator: OldDesignator=TP19 NewDesignator=TP17
Change Component Designator: OldDesignator=TP20 NewDesignator=TP18
Change Component Designator: OldDesignator=TP35 NewDesignator=TP19
Change Component Designator: OldDesignator=U1_1 NewDesignator=U5_1
Change Component Designator: OldDesignator=U1_2 NewDesignator=U5_2
Change Component Designator: OldDesignator=U1_3 NewDesignator=U5_3
Change Component Designator: OldDesignator=U2_1 NewDesignator=U6_1
Change Component Designator: OldDesignator=U2_2 NewDesignator=U6_2
Change Component Designator: OldDesignator=U2_3 NewDesignator=U6_3
Change Component Designator: OldDesignator=U3 NewDesignator=U2
Change Component Designator: OldDesignator=U4 NewDesignator=U3
Change Component Designator: OldDesignator=U5 NewDesignator=U1
Change Component Designator: OldDesignator=U6 NewDesignator=U4
Added Component: Designator=C32(CAPC1608X06N)
Add component (AddParameter): Name = "LatestRevisionDate"; Value = "17-Jul-2002"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "LatestRevisionNote"; Value = "Re-released for DXP Platform."; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageDescription"; Value = "Radial Cap, Thru-Hole; 2 Leads; 0.3 in Pin Spacing"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageReference"; Value = "RAD-0.3"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "10nF"; VariantName = "[No Variations]"
Added Component: Designator=C33(CAPC1608X06N)
Add component (AddParameter): Name = "LatestRevisionDate"; Value = "17-Jul-2002"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "LatestRevisionNote"; Value = "Re-released for DXP Platform."; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageDescription"; Value = "Radial Cap, Thru-Hole; 2 Leads; 0.3 in Pin Spacing"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageReference"; Value = "RAD-0.3"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "0.01uF"; VariantName = "[No Variations]"
Added Component: Designator=C34(CAPC1608X06N)
Add component (AddParameter): Name = "LatestRevisionDate"; Value = "17-Jul-2002"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "LatestRevisionNote"; Value = "Re-released for DXP Platform."; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageDescription"; Value = "Radial Cap, Thru-Hole; 2 Leads; 0.3 in Pin Spacing"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageReference"; Value = "RAD-0.3"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "3300pF"; VariantName = "[No Variations]"
Added Component: Designator=C35(CAPC1608X06N)
Add component (AddParameter): Name = "LatestRevisionDate"; Value = "17-Jul-2002"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "LatestRevisionNote"; Value = "Re-released for DXP Platform."; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageDescription"; Value = "Radial Cap, Thru-Hole; 2 Leads; 0.3 in Pin Spacing"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageReference"; Value = "RAD-0.3"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "100uF"; VariantName = "[No Variations]"
Added Component: Designator=C36(CAPC1608X06N)
Add component (AddParameter): Name = "LatestRevisionDate"; Value = "17-Jul-2002"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "LatestRevisionNote"; Value = "Re-released for DXP Platform."; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageDescription"; Value = "Radial Cap, Thru-Hole; 2 Leads; 0.3 in Pin Spacing"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageReference"; Value = "RAD-0.3"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "0.1uF"; VariantName = "[No Variations]"
Added Component: Designator=C37(CAPC1608X06N)
Add component (AddParameter): Name = "LatestRevisionDate"; Value = "17-Jul-2002"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "LatestRevisionNote"; Value = "Re-released for DXP Platform."; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageDescription"; Value = "Radial Cap, Thru-Hole; 2 Leads; 0.3 in Pin Spacing"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageReference"; Value = "RAD-0.3"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "0.01uF"; VariantName = "[No Variations]"
Added Component: Designator=C38(CAPC1608X06N)
Add component (AddParameter): Name = "LatestRevisionDate"; Value = "17-Jul-2002"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "LatestRevisionNote"; Value = "Re-released for DXP Platform."; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageDescription"; Value = "Radial Cap, Thru-Hole; 2 Leads; 0.3 in Pin Spacing"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageReference"; Value = "RAD-0.3"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "3.3uF"; VariantName = "[No Variations]"
Added Component: Designator=C39(CAPC1608X06N)
Add component (AddParameter): Name = "LatestRevisionDate"; Value = "17-Jul-2002"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "LatestRevisionNote"; Value = "Re-released for DXP Platform."; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageDescription"; Value = "Radial Cap, Thru-Hole; 2 Leads; 0.3 in Pin Spacing"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageReference"; Value = "RAD-0.3"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
