Removed Pin From Net: NetName=PGND Pin=C55_1-1
Removed Pin From Net: NetName=VBUS Pin=C55_1-2
Removed Pin From Net: NetName=VBUS Pin=C56_1-1
Removed Pin From Net: NetName=PGND Pin=C56_1-2
Removed Pin From Net: NetName=PGND Pin=C57_1-1
Removed Pin From Net: NetName=VBUS Pin=C57_1-2
Removed Pin From Net: NetName=PGND Pin=C58_1-1
Removed Pin From Net: NetName=VBUS Pin=C58_1-2
Removed Pin From Net: NetName=GND Pin=C59_1-1
Removed Pin From Net: NetName=GND Pin=C61_1-2
Removed Pin From Net: NetName=GND Pin=C62_1-2
Removed Pin From Net: NetName=3V3 Pin=C63_1-1
Removed Pin From Net: NetName=GND Pin=C63_1-2
Removed Pin From Net: NetName=GND Pin=C64_1-2
Removed Pin From Net: NetName=3V3 Pin=C65_1-1
Removed Pin From Net: NetName=GND Pin=C65_1-2
Removed Pin From Net: NetName=3V3 Pin=C66_1-1
Removed Pin From Net: NetName=GND Pin=C66_1-2
Removed Pin From Net: NetName=GND Pin=C67_1-2
Removed Pin From Net: NetName=3V3 Pin=C68_1-1
Removed Pin From Net: NetName=GND Pin=C68_1-2
Removed Pin From Net: NetName=GND Pin=C69_1-2
Removed Pin From Net: NetName=NetC92_1_1 Pin=C92_1-1
Removed Pin From Net: NetName=GND Pin=C92_1-2
Removed Pin From Net: NetName=VREF1 Pin=C94_1-1
Removed Pin From Net: NetName=GND Pin=C94_1-2
Removed Pin From Net: NetName=GND Pin=C95_1-1
Removed Pin From Net: NetName=3V3 Pin=C95_1-2
Removed Pin From Net: NetName=5V Pin=R57_1-2
Removed Pin From Net: NetName=PWM1 Pin=R58_1-2
Removed Pin From Net: NetName=PWM2 Pin=R59_1-2
Removed Pin From Net: NetName=NetR60_1_2 Pin=R60_1-2
Removed Pin From Net: NetName=NetR63_1_2 Pin=R63_1-2
Removed Pin From Net: NetName=NetR66_1_2 Pin=R66_1-2
Removed Pin From Net: NetName=NetR127_1_1 Pin=R127_1-1
Removed Pin From Net: NetName=NetR127_1_2 Pin=R127_1-2
Removed Pin From Net: NetName=NetC92_1_1 Pin=R128_1-1
Removed Pin From Net: NetName=NetR127_1_1 Pin=R128_1-2
Removed Pin From Net: NetName=NetR127_1_2 Pin=R129_1-1
Removed Pin From Net: NetName=NetR127_1_1 Pin=R130_1-1
Removed Pin From Net: NetName=GND Pin=R131_1-1
Removed Pin From Net: NetName=NetC92_1_1 Pin=R131_1-2
Removed Pin From Net: NetName=VREF1 Pin=R132_1-1
Removed Pin From Net: NetName=VBUS Pin=U13_1-1
Removed Pin From Net: NetName=GND Pin=U13_1-7
Removed Pin From Net: NetName=PGND Pin=U13_1-9
Removed Pin From Net: NetName=GND Pin=U14_1-2
Removed Pin From Net: NetName=CompRef Pin=U14_1-4
Removed Pin From Net: NetName=3V3 Pin=U14_1-5
Removed Pin From Net: NetName=GND Pin=U15_1-2
Removed Pin From Net: NetName=NetU15_1_4 Pin=U15_1-4
Removed Pin From Net: NetName=3V3 Pin=U15_1-5
Removed Pin From Net: NetName=GND Pin=U16_1-2
Removed Pin From Net: NetName=CompRef Pin=U16_1-4
Removed Pin From Net: NetName=3V3 Pin=U16_1-5
Removed Pin From Net: NetName=GND Pin=U17_1-2
Removed Pin From Net: NetName=CompRef Pin=U17_1-4
Removed Pin From Net: NetName=3V3 Pin=U17_1-5
Removed Pin From Net: NetName=GND Pin=U22_1-1
Removed Pin From Net: NetName=GND Pin=U22_1-4
Removed Pin From Net: NetName=3V3 Pin=U22_1-5
Removed Pin From Net: NetName=GND Pin=U22_1-6
Removed Pin From Net: NetName=NetU22_1_8 Pin=U22_1-8
Change Component Footprint: Designator=DS1 Old Footprint=VISH-TLMX1100_V New Footprint=VISH-TLMX1100_V
Change Component Footprint: Designator=DS2 Old Footprint=VISH-TLMX1100_V New Footprint=VISH-TLMX1100_V
Change Component Designator: OldDesignator=C55_2 NewDesignator=C55_1
Change Component Designator: OldDesignator=C55_3 NewDesignator=C55_2
Change Component Designator: OldDesignator=C55_4 NewDesignator=C55_3
Change Component Designator: OldDesignator=C55_5 NewDesignator=C55_4
Change Component Designator: OldDesignator=C55_6 NewDesignator=C55_5
Change Component Designator: OldDesignator=C56_2 NewDesignator=C56_1
Change Component Designator: OldDesignator=C56_3 NewDesignator=C56_2
Change Component Designator: OldDesignator=C56_4 NewDesignator=C56_3
Change Component Designator: OldDesignator=C56_5 NewDesignator=C56_4
Change Component Designator: OldDesignator=C56_6 NewDesignator=C56_5
Change Component Designator: OldDesignator=C57_2 NewDesignator=C57_1
Change Component Designator: OldDesignator=C57_3 NewDesignator=C57_2
Change Component Designator: OldDesignator=C57_4 NewDesignator=C57_3
Change Component Designator: OldDesignator=C57_5 NewDesignator=C57_4
Change Component Designator: OldDesignator=C57_6 NewDesignator=C57_5
Change Component Designator: OldDesignator=C58_2 NewDesignator=C58_1
Change Component Designator: OldDesignator=C58_3 NewDesignator=C58_2
Change Component Designator: OldDesignator=C58_4 NewDesignator=C58_3
Change Component Designator: OldDesignator=C58_5 NewDesignator=C58_4
Change Component Designator: OldDesignator=C58_6 NewDesignator=C58_5
Change Component Designator: OldDesignator=C59_2 NewDesignator=C59_1
Change Component Designator: OldDesignator=C59_3 NewDesignator=C59_2
Change Component Designator: OldDesignator=C59_4 NewDesignator=C59_3
Change Component Designator: OldDesignator=C59_5 NewDesignator=C59_4
Change Component Designator: OldDesignator=C59_6 NewDesignator=C59_5
Change Component Designator: OldDesignator=C60_2 NewDesignator=C60_1
Change Component Designator: OldDesignator=C60_3 NewDesignator=C60_2
Change Component Designator: OldDesignator=C60_4 NewDesignator=C60_3
Change Component Designator: OldDesignator=C60_5 NewDesignator=C60_4
Change Component Designator: OldDesignator=C60_6 NewDesignator=C60_5
Change Component Designator: OldDesignator=C61_2 NewDesignator=C61_1
Change Component Designator: OldDesignator=C61_3 NewDesignator=C61_2
Change Component Designator: OldDesignator=C61_4 NewDesignator=C61_3
Change Component Designator: OldDesignator=C61_5 NewDesignator=C61_4
Change Component Designator: OldDesignator=C61_6 NewDesignator=C61_5
Change Component Designator: OldDesignator=C62_2 NewDesignator=C62_1
Change Component Designator: OldDesignator=C62_3 NewDesignator=C62_2
Change Component Designator: OldDesignator=C62_4 NewDesignator=C62_3
Change Component Designator: OldDesignator=C62_5 NewDesignator=C62_4
Change Component Designator: OldDesignator=C62_6 NewDesignator=C62_5
Change Component Designator: OldDesignator=C63_2 NewDesignator=C63_1
Change Component Designator: OldDesignator=C64_2 NewDesignator=C64_1
Change Component Designator: OldDesignator=C65_2 NewDesignator=C65_1
Change Component Designator: OldDesignator=C66_2 NewDesignator=C66_1
Change Component Designator: OldDesignator=C67_2 NewDesignator=C67_1
Change Component Designator: OldDesignator=C68_2 NewDesignator=C68_1
Change Component Designator: OldDesignator=C69_2 NewDesignator=C69_1
Change Component Designator: OldDesignator=C92_2 NewDesignator=C92_1
Change Component Designator: OldDesignator=C92_3 NewDesignator=C92_2
Change Component Designator: OldDesignator=C92_4 NewDesignator=C92_3
Change Component Designator: OldDesignator=C92_5 NewDesignator=C92_4
Change Component Designator: OldDesignator=C92_6 NewDesignator=C92_5
Change Component Designator: OldDesignator=C93_2 NewDesignator=C93_1
Change Component Designator: OldDesignator=C93_3 NewDesignator=C93_2
Change Component Designator: OldDesignator=C93_4 NewDesignator=C93_3
Change Component Designator: OldDesignator=C93_5 NewDesignator=C93_4
Change Component Designator: OldDesignator=C93_6 NewDesignator=C93_5
Change Component Designator: OldDesignator=C94_2 NewDesignator=C94_1
Change Component Designator: OldDesignator=C94_3 NewDesignator=C94_2
Change Component Designator: OldDesignator=C94_4 NewDesignator=C94_3
Change Component Designator: OldDesignator=C94_5 NewDesignator=C94_4
Change Component Designator: OldDesignator=C94_6 NewDesignator=C94_5
Change Component Designator: OldDesignator=C95_2 NewDesignator=C95_1
